response_id,timestamp,age,gender,location,occupation,education,income,marital_status,household_size,shopping_frequency,current_platforms,categories_purchased,primary_device,monthly_spending_total,fashion_spending,homedecor_spending,wellness_spending,fashion_purchase_freq,homedecor_purchase_freq,wellness_purchase_freq,decision_factors,pain_points,feature_importance_curated_collections,feature_importance_personalized_recommendations,feature_importance_ar_virtual_try-on,feature_importance_live_shopping_video_commerce,feature_importance_subscription_boxes,feature_importance_same-day_next-day_delivery,feature_importance_loyalty_rewards_program,feature_importance_style_lifestyle_content,feature_importance_community_reviews_&_forums,sustainability_importance,sustainability_pay_more,artisan_support,shopping_style,discovery_channels,shopizz_categories_interest,features_likely_to_use,likelihood_to_try,shopizz_monthly_spending,likelihood_to_recommend,will_signup,reason_for_no,loyalty_factors,open_feedback,other_comments,email_capture
RESP_0582,39:58.4,55+ years,Male,Tier 3 Cities/Towns,Retired,Undergraduate (Bachelor's degree),"₹25,000 - ₹50,000",Married with children,03-Apr,Once every few months,Meesho|Pepperfry|Other|FirstCry|Myntra,Wellness - Fitness Equipment|Home Décor - Kitchen & Dining|Wellness - Haircare,Smartphone,"₹10,001 - ₹20,000",₹0,"₹1 - ₹1,000","₹1,001 - ₹2,000",Never,Every 6 months,Once a year,Product Quality|Price/Discounts|Customer Service,Slow delivery|Other,Moderately Important,Moderately Important,Very Important,Not Important,Very Important,Very Important,Very Important,Not Important,Very Important,Slightly important,I wouldn't pay more,Not important at all,Planned & Researched,"Social Media (Instagram, Facebook, YouTube)|Fashion/Lifestyle Blogs/Magazines",Men's Fashion|Wellness - Fitness Products|Home Décor - Kitchen & Dining|Home Décor - Furniture|Kids' Fashion|Ethnic Wear|Home Décor - Furnishings,Style consultation services|Live shopping events,Maybe/Not sure (3),₹1 - ₹500,Probably not,NO,Don't trust new platforms,N/A,,,No
RESP_0583,09:10.4,25-34 years,Female,Tier 1 Cities,Salaried Professional (Private Sector),Postgraduate (Master's degree or higher),"₹1,00,001 - ₹1,50,000",Married with children,2,Once every few months,Meesho|Instagram Shopping|Ajio|Pepperfry,Wellness - Skincare|Home Décor - Wall Art|Home Décor - Lighting|Groceries|Wellness - Supplements & Vitamins,Smartphone,"₹2,501 - ₹5,000",₹0,"₹1,001 - ₹2,500","₹3,501 - ₹5,000",Never,Once a year,Every 6 months,Sustainable/Eco-friendly Products|Customer Reviews|Easy Returns/Exchanges,Too many options (overwhelming)|Lack of personalization|Poor quality products|Lack of Indian/artisan products|Misleading product descriptions/images,Very Important,Extremely Important,Very Important,Moderately Important,Slightly Important,Very Important,Very Important,Moderately Important,Moderately Important,Extremely important,Price doesn't matter if sustainable,Very important,Budget-conscious,"Social Media (Instagram, Facebook, YouTube)|Platform Recommendations|Fashion/Lifestyle Blogs/Magazines",Home Décor - Furnishings|Women's Fashion|Men's Fashion|Home Décor - Kitchen & Dining|Wellness - Fitness Products,Custom/personalized products|Same-day delivery|Personalized style recommendations|Loyalty rewards program,Definitely will try (5),"₹1,501 - ₹3,000",Definitely yes,YES,N/A,Sustainability Focus|Supporting Indian Artisans|Quality Products,,,Yes
RESP_0584,33:41.4,25-34 years,Female,Tier 1 Cities,Student,Postgraduate (Master's degree or higher),"₹25,000 - ₹50,000",Single,1 (Living alone),Once a week,Myntra|FirstCry|Meesho|Nykaa|Pepperfry,Fashion - Accessories|Wellness - Skincare|Books|Home Décor - Furniture|Electronics,Smartphone,"₹1,000 - ₹2,500","₹1 - ₹1,500",₹0,"₹2,001 - ₹3,500",Once a year,Never,Monthly,Product Quality|Customer Reviews|Product Quality,Slow delivery|Misleading product descriptions/images|Poor customer service|Too many options (overwhelming)|Complicated return process,Moderately Important,Extremely Important,Not Important,Not Important,Extremely Important,Very Important,Extremely Important,Very Important,Moderately Important,Extremely important,Up to 5% more,Extremely important,Planned & Researched,"Social Media (Instagram, Facebook, YouTube)|Platform Recommendations|Other|Online Ads|Influencer Recommendations",Fashion Accessories|Women's Fashion|Western Wear|Wellness - Skincare|Kids' Fashion|Home Décor - Decorative Items,Virtual try-on for clothes/décor|Custom/personalized products|Style consultation services|Loyalty rewards program|Rent/Trial before purchase,Definitely will try (5),"₹3,001 - ₹5,000",Probably yes,YES,N/A,Sustainability Focus|Supporting Indian Artisans|Fast & Reliable Delivery,,,Yes
RESP_0585,44:03.4,35-44 years,Prefer not to say,Tier 2 Cities,Salaried Professional (Government/PSU),Postgraduate (Master's degree or higher),"₹50,001 - ₹75,000",Married with children,03-Apr,2-3 times a month,Meesho|FirstCry|Nykaa,Fashion - Footwear|Home Décor - Furniture,Equally use multiple devices,"₹2,501 - ₹5,000","Above ₹20,000","₹1 - ₹1,000",₹0,Quarterly,Monthly,Never,Sustainable/Eco-friendly Products|Product Variety|Customer Service,Poor customer service|Lack of personalization|Other|High shipping charges,Very Important,Not Important,Slightly Important,Slightly Important,Very Important,Very Important,Very Important,Slightly Important,Slightly Important,Moderately important,11-20% more,Very important,Classic & Timeless,Influencer Recommendations|Fashion/Lifestyle Blogs/Magazines|Other|Word of Mouth (Friends/Family),Footwear|Home Décor - Furniture,Personalized style recommendations|Live shopping events|Same-day delivery|Subscription boxes,Maybe/Not sure (3),"₹501 - ₹1,500",Not sure,NO,Don't trust new platforms,N/A,,,Yes
RESP_0586,11:25.4,25-34 years,Male,Tier 2 Cities,Salaried Professional (Private Sector),Professional degree,"₹25,000 - ₹50,000",Married without children,2,2-3 times a month,Meesho|Flipkart|Instagram Shopping|Ajio|Myntra,Fashion - Footwear|Home Décor - Furnishings,Tablet,"₹1,000 - ₹2,500","₹1 - ₹1,500","₹1 - ₹1,000",₹0,Monthly,Quarterly,Never,Price/Discounts|Customer Reviews|Easy Returns/Exchanges,Slow delivery|Not enough sustainable/ethical options|Complicated return process,Moderately Important,Moderately Important,Very Important,Not Important,Very Important,Not Important,Very Important,Very Important,Moderately Important,Moderately important,Up to 5% more,Not important at all,Budget-conscious,"Platform Recommendations|Social Media (Instagram, Facebook, YouTube)|Email Newsletters",Wellness - Fitness Products|Footwear|Western Wear,Loyalty rewards program|Subscription boxes|Rent/Trial before purchase|Personalized style recommendations,Probably won't try (2),₹0,Probably yes,NO,Don't trust new platforms,N/A,,,Yes
RESP_0587,12:21.4,18-24 years,Female,Metro Cities,Student,Undergraduate (Bachelor's degree),"Below ₹25,000",Single,2,Once every few months,Other|Pepperfry,Wellness - Haircare|Home Décor - Kitchen & Dining,Smartphone,"Below ₹1,000",₹0,"₹1 - ₹1,000","₹1 - ₹1,000",Never,Once a year,Quarterly,Product Quality|Price/Discounts|Customer Service,Slow delivery|Lack of personalization|Complicated return process|High shipping charges,Extremely Important,Moderately Important,Not Important,Very Important,Not Important,Extremely Important,Very Important,Not Important,Slightly Important,Extremely important,11-20% more,Extremely important,Trendy & Fashion-forward,"Social Media (Instagram, Facebook, YouTube)|Influencer Recommendations|Search Engines (Google)|Platform Recommendations|Word of Mouth (Friends/Family)",Wellness - Skincare|Home Décor - Furnishings|Fashion Accessories,Same-day delivery|Subscription boxes|Loyalty rewards program|Style consultation services|Virtual try-on for clothes/décor|Rent/Trial before purchase,Definitely will try (5),"₹501 - ₹1,500",Probably yes,NO,Other,N/A,,,No
RESP_0588,47:06.4,18-24 years,Male,Tier 2 Cities,Student,High School or below,"Below ₹25,000",Single,03-Apr,Once a month,Pepperfry|Nykaa|Flipkart,Wellness - Fitness Equipment|Wellness - Aromatherapy|Fashion - Footwear,Smartphone,"₹2,501 - ₹5,000","₹1,501 - ₹3,000",₹0,"₹3,501 - ₹5,000",Quarterly,Never,Monthly,Product Quality|Price/Discounts|Customer Service,Lack of Indian/artisan products|Complicated return process,Very Important,Not Important,Moderately Important,Moderately Important,Moderately Important,Not Important,Moderately Important,Slightly Important,Extremely Important,Slightly important,6-10% more,Very important,Classic & Timeless,"Social Media (Instagram, Facebook, YouTube)|Platform Recommendations|Online Ads|Influencer Recommendations",Footwear|Wellness - Fitness Products|Western Wear|Fashion Accessories|Home Décor - Decorative Items|Home Décor - Furnishings|Women's Fashion,Live shopping events|Custom/personalized products|Same-day delivery|Subscription boxes|Loyalty rewards program|Virtual try-on for clothes/décor,Probably will try (4),"₹1,501 - ₹3,000",Definitely yes,YES,N/A,Supporting Indian Artisans|Easy Returns|Fast & Reliable Delivery,,,Yes
RESP_0589,09:58.4,18-24 years,Male,Metro Cities,Salaried Professional (Private Sector),Postgraduate (Master's degree or higher),"₹1,50,001 - ₹2,00,000",Single,2,2-3 times a month,Brand Websites directly|Pepperfry|Myntra|Nykaa|Ajio,Fashion - Men's Clothing|Wellness - Fitness Equipment|Wellness - Supplements & Vitamins|Books|Electronics,Smartphone,"₹20,001 - ₹50,000","₹1,501 - ₹3,000",₹0,"₹2,001 - ₹3,500",Monthly,Never,Once a year,Easy Returns/Exchanges|Price/Discounts|Sustainable/Eco-friendly Products,Too many options (overwhelming)|Payment security concerns|Not enough sustainable/ethical options|Poor customer service|High shipping charges,Extremely Important,Moderately Important,Very Important,Very Important,Extremely Important,Very Important,Moderately Important,Moderately Important,Slightly Important,Not important at all,I wouldn't pay more,Moderately important,Impulsive,"Platform Recommendations|Influencer Recommendations|Email Newsletters|Social Media (Instagram, Facebook, YouTube)|Other|Online Ads",Footwear|Men's Fashion,Loyalty rewards program|Live shopping events|Rent/Trial before purchase|Subscription boxes,Probably won't try (2),₹0,Definitely not,NO,Already satisfied with current platforms,N/A,,,No
RESP_0590,31:25.4,18-24 years,Female,Tier 2 Cities,Salaried Professional (Private Sector),Postgraduate (Master's degree or higher),"₹75,001 - ₹1,00,000",Single,1 (Living alone),Once a month,Brand Websites directly|Myntra|FirstCry|Instagram Shopping,Fashion - Women's Clothing|Fashion - Accessories|Home Décor - Furniture|Wellness - Fitness Equipment|Fashion - Footwear,Laptop/Desktop,"Below ₹1,000","₹3,001 - ₹5,000","₹1,001 - ₹2,500","₹1 - ₹1,000",Every 6 months,Monthly,Quarterly,Price/Discounts|Customer Reviews|Brand Reputation,Misleading product descriptions/images|Poor quality products|Too many options (overwhelming),Not Important,Moderately Important,Moderately Important,Not Important,Extremely Important,Moderately Important,Very Important,Not Important,Extremely Important,Moderately important,Up to 5% more,Moderately important,Trendy & Fashion-forward,"Platform Recommendations|Social Media (Instagram, Facebook, YouTube)|Fashion/Lifestyle Blogs/Magazines|Other|Word of Mouth (Friends/Family)",Wellness - Skincare|Home Décor - Furnishings|Wellness - Haircare|Kids' Fashion|Western Wear|Wellness - Supplements|Footwear,Custom/personalized products|Same-day delivery|Live shopping events,Maybe/Not sure (3),₹1 - ₹500,Probably yes,YES,N/A,Quality Products|Rewards/Loyalty Program|Sustainability Focus,,,Yes
RESP_0591,13:30.4,18-24 years,Female,Tier 3 Cities/Towns,Unemployed/Looking for opportunities,Postgraduate (Master's degree or higher),"Below ₹25,000",Single,1 (Living alone),Once a month,Pepperfry|Instagram Shopping,Wellness - Skincare|Home Décor - Furniture|Other,Smartphone,"₹2,501 - ₹5,000",₹0,"₹1 - ₹1,000",₹0,Never,Monthly,Never,Product Quality|Customer Reviews|Easy Returns/Exchanges,Poor quality products|Slow delivery|Lack of Indian/artisan products|Complicated return process|Not enough sustainable/ethical options,Very Important,Moderately Important,Very Important,Slightly Important,Not Important,Extremely Important,Very Important,Very Important,Moderately Important,Very important,Price doesn't matter if sustainable,Moderately important,Impulsive,Platform Recommendations|Influencer Recommendations|Search Engines (Google)|Email Newsletters|Other,Home Décor - Furnishings|Wellness - Skincare|Women's Fashion,Personalized style recommendations|Same-day delivery|Rent/Trial before purchase|Subscription boxes|Style consultation services,Probably will try (4),"₹1,501 - ₹3,000",Probably yes,YES,N/A,Sustainability Focus|Personalized Experience|Competitive Pricing,,,Yes
RESP_0592,40:59.4,35-44 years,Prefer not to say,Tier 3 Cities/Towns,Salaried Professional (Private Sector),Undergraduate (Bachelor's degree),"₹75,001 - ₹1,00,000",Married with children,5 or more,Multiple times a week,Instagram Shopping|FirstCry|Urban Ladder|Other|Brand Websites directly|Nykaa,Books|Electronics|Wellness - Fitness Equipment|Home Décor - Furnishings|Fashion - Women's Clothing|Home Décor - Kitchen & Dining|Wellness - Supplements & Vitamins,Smartphone,"₹2,501 - ₹5,000","₹3,001 - ₹5,000","₹1,001 - ₹2,500","₹1 - ₹1,000",Once a year,Every 6 months,Quarterly,Price/Discounts|Brand Reputation|Customer Reviews,Lack of personalization|Payment security concerns|Too many options (overwhelming)|Slow delivery,Very Important,Very Important,Very Important,Slightly Important,Moderately Important,Moderately Important,Extremely Important,Extremely Important,Moderately Important,Extremely important,More than 20% extra,Extremely important,Classic & Timeless,Other|Email Newsletters|Word of Mouth (Friends/Family)|Online Ads,Men's Fashion|Home Décor - Furniture|Western Wear|Home Décor - Decorative Items|Fashion Accessories|Wellness - Fitness Products,Loyalty rewards program|Live shopping events,Maybe/Not sure (3),₹1 - ₹500,Probably yes,NO,Other,N/A,,,No
RESP_0593,22:39.4,18-24 years,Male,Tier 2 Cities,Student,Undergraduate (Bachelor's degree),"Below ₹25,000",Single,03-Apr,2-3 times a month,Meesho|Urban Ladder,Fashion - Footwear|Wellness - Fitness Equipment|Fashion - Men's Clothing|Home Décor - Lighting|Groceries|Wellness - Supplements & Vitamins,Laptop/Desktop,"₹1,000 - ₹2,500","₹1 - ₹1,500",₹0,"₹1,001 - ₹2,000",Every 6 months,Never,Once a year,Customer Reviews|Price/Discounts|Customer Reviews,Slow delivery|Poor customer service|Too many options (overwhelming)|Complicated return process,Very Important,Very Important,Moderately Important,Slightly Important,Moderately Important,Very Important,Extremely Important,Very Important,Slightly Important,Very important,11-20% more,Moderately important,Trendy & Fashion-forward,Influencer Recommendations|Platform Recommendations|Search Engines (Google)|Fashion/Lifestyle Blogs/Magazines,Footwear|Wellness - Fitness Products,Same-day delivery|Subscription boxes|Loyalty rewards program|Rent/Trial before purchase,Definitely will try (5),₹1 - ₹500,Definitely yes,YES,N/A,Sustainability Focus|Rewards/Loyalty Program|Competitive Pricing,,,Yes
RESP_0594,12:24.4,25-34 years,Male,Tier 1 Cities,Business Owner/Entrepreneur,Undergraduate (Bachelor's degree),"Above ₹2,00,000",Married with children,5 or more,Once every few months,Flipkart|Ajio,Electronics|Fashion - Women's Clothing,Smartphone,"₹2,501 - ₹5,000","₹5,001 - ₹10,000",₹0,₹0,Quarterly,Never,Never,Unique/Exclusive Products|Brand Reputation|User-friendly Website/App,Slow delivery|Misleading product descriptions/images,Extremely Important,Slightly Important,Very Important,Very Important,Slightly Important,Very Important,Very Important,Slightly Important,Very Important,Extremely important,More than 20% extra,Slightly important,Trendy & Fashion-forward,"Influencer Recommendations|Platform Recommendations|Other|Social Media (Instagram, Facebook, YouTube)|Online Ads",Home Décor - Furniture|Footwear|Wellness - Supplements|Women's Fashion,Personalized style recommendations|Rent/Trial before purchase|Subscription boxes|Virtual try-on for clothes/décor|Same-day delivery,Definitely won't try (1),₹0,Probably not,NO,Don't trust new platforms,N/A,,,Yes
